1	၁
famine	ဒုဗ္ဘိက္ခန္တရကပ်
war time	သတ္ထန္တရကပ်
cauliflower	ပန်းဂေါ်ဖီ
cauliflower	ပန်းမုန်လာ
radish	မုန်လာ
broccoli	ပန်းမုန်လာစိမ်း
cauliflower	ပန်းမုန်လာဖြူ
cabbage	မုန်လာထုပ်
နေထွက်	နေထွက်
နေဝင်	နေဝင်
bay	ပင်လယ်အော်
sanitary napkin	အမျိုးသမီးလစဉ်သုံးပစ္စည်း
monthly	လစဉ်
weekly	အပတ်စဉ်
daily	နေ့စဉ်
annual	နှစ်စဉ်
annual	နှစ်ချုပ်
Lawsonia inermis	ဒန်း
Bermuda grass	နေစာ
Bermuda grass	မြေစာ
Eugenia	သပြေ
Malabar nut	မုရား
ambrosia	နတ်သုဓာ
fruit	နတ်သုဓာထမင်း
ambrosia	သုဓာ
sky	ဝေဟင်
hair	ကေသာ
full moon	ပုဏ္ဏမာ
full moon	လပြည့်
new moon	လကွယ်
waxing moon	လဆန်း
half moon	လခြမ်း
waning moon	လဆုတ်
full moon	လပြည့်ဝန်း
crescent	လခြမ်းဆိုင်း
brave	ရဲရင့်
concubine	ကိုယ်လုပ်တော်
Spanish jasmine	မြတ်လေး
ဆံပင်ညှပ်	ဆံပင်ညှပ်
privileged	အခွင့်ထူးခံ
Cape jasmine	ဇီဇဝါ
urgent	အရေးကြီး
writing	အရေး
photoshoot	ရှူတင်
local	ပြည်တွင်း
mailbox	စာပုံး
heartwood	အနှစ်
serve	ဦးချ
obeisance	ဦးခိုက်
Thaton	သုဓမ္မပူရ
palanquin	သန်လျင်း
palanquin	ဝေါ
lacquerware	ယွန်းထည်
abstract art	စိတ္တဇပန်းချီ
psychosis	စိတ္တဇရောဂါ
insanity	စိတ္တဇ
governor	မြို့ဝန်
jailer	ထောင်မှူး
iora	ရွှေပြည်စိုး
gatekeeper	တံခါးဗိုလ်
harem	နောက်ရုံး
office holder	အနောက်ဝန်
interior minister	အတွင်းဝန်
bael	ဥသျှစ်
Anawrahta	ပဉ္စကလျာဏီ
dialect	ဒေသန္တရစကား
cholera	ကာလဝမ်း
smallpox	ကျောက်ကြီး
particle	သည့်
particle	တဲ့
how much	အတီမျှ
melon seed	ကွာစေ့
semen	သုက်ရည်
sperm	သုက်ကောင်
sperm	သုက်ပိုး
ovum	သားဥ
ovary	သားဥအိမ်
ovary	မျိုးဥအိမ်
cervix	သားအိမ်ခေါင်း
sexual organ	အင်္ဂါဇာတ်
vagina	သားအိမ်လမ်းကြောင်း
produce	ထုတ်လုပ်
production	ထုတ်လုပ်မှု
ဆန့်ကျင်	ဆန့်ကျင်
opponent	ဆန့်ကျင်ဘက်
trade conflict	ဝါဏိဇ္ဇပဋိပက္ခ
war zone	ပဋိပက္ခဒေသ
commerce	ဝါဏိဇ္ဇ
venerable	ဘဒ္ဒန္တ
monarch	မင်းတရား
woman	ကလျာဏီ
urine	အပေါ့
judgement	ဝိနိစ္ဆယ
height	ဉာဏ်တော်
football match	ဘောပွဲ
preschool	မူကြို
preschool	မူကြိုကျောင်း
preschool	မူလတန်းကြိုကျောင်း
pavilion	ကနား
wife	ကတော်
First Lady	သမ္မတကတော်
First Lady	ဝန်ကြီးချုပ်ကတော်
member	အဖွဲ့ဝင်
statistics	စာရင်းအင်း
antibiotic	ပဋိဇီဝဆေး
commander-in-chief	အဂ္ဂမဟာသေနာပတိ
riot	အဓိကရုဏ်း​
gynecology	မီးယပ်ပညာ
music	ပန်တျာ
Luffa acutangula	ခဝဲ
Buddha	မဏိတော်
Buddha	ဥဏ္ဏလုံမွေးရှင်
Buddha	ဥဏ္ဏလုံ
weight	ဝိတ်ချ
weight	ဝိတ်လျှော့
weight	ဝိတ်
fat	ဖတ်တီး
cobra	မြွေဟောက်
fly	ယင်
kaffir lime	ရှောက်နု
old age	ဇရာ
two-piece	ဝမ်းဆက်
implicit vowel	အသတ်
acting	အိုက်တင်
Ceylon	စီလုံ
စီလုံတီး	စီလုံတီး
gallows	ကြိုးစင်
ornamental work	ဂုန္တန်
thimble	အပ်ထောက်
rubber	ရာဘာ
ရာခိုင်နှုန်း	ရာခိုင်နှုန်း
neigh	ဟီ
လက်ဝါးကပ်တိုင်	လက်ဝါးကပ်တိုင်
move	ရွှေ့
elder brother	ကွီး
younger brother	ညေး
younger sister	ညလေး
baby	ခေး
executioner	အာဏာသား
help	အကူ
sailor	ခလာသီ
factory	အလုပ်ရုံ
ထောက်ပံ့	ထောက်ပံ့
together	ပြွမ်း
courage	သူရသတ္တိ
rich	ဆိမ့်
တည်ဆောက်	တည်ဆောက်
တည်တံ့	တည်တံ့
deviate	သွေ
inheritance	အမွေအနှစ်
inherit	အမွေခံ
devide inheritable property	အမွေခွဲ
consequence	အကျိုး
ခပ်သိမ်း	ခပ်သိမ်း
gesture	အမူအရာ
လေဖိအား	လေဖိအား
doubt	သံသယ
gambler	ကစားသမား
album	အယ်လဘမ်
ဆီမီးတောက်	ဆီမီးတောက်
မီး	မီးခိုး
grey	မီးခိုးရောင်
mullet	ကဘီလူး
pare	တိ
name	မှည့်
cease	စဲ
lichen	လေသိုက်
plot	မြေကွက်
မြေပြင်	မြေပြင်
မြေနင်းခွာစိုက်	မြေနင်းခွာစိုက်
မြေနုကျွန်းပေါ်	မြေနုကျွန်းပေါ်
uncultivated wild land	မြေရိုင်း
မြေ	မြေရှင်
eyeball	မျက်လုံး
bull's-eye lantern	ကျားမျက်လုံး
rasp	ကျားလျှာ
sovereignty	အချုပ်အခြာအာဏာ
question	မေးခွန်း
dye	ဆိုးဆေး
လုပ်	လုပ်ရတ်
လျား	ကျားကျားလျားလျား
giant clam	ကျားလက်သည်း
prefix	ရှေ့ဆက်
suffix	နောက်ဆက်
ကြက်	ကြက်သီးထ
ကြက်	ကြက်သီးမွေးညင်းထ
sit cross-legged	ထက်ဝယ်ဖွဲ့ခွေ
စားမြုံ့ပြန်	စားမြုံ့ပြန်
decide	ဆုံးဖြတ်
believe cordially	ယုံကြည်
ကြောင်လိမ်လှေကား	ကြောင်လိမ်လှေကား
golden shower	ငု
ကြခတ်ဝါး	ကြခတ်ဝါး
flute	ပလွေ
accordion	အကော်ဒီယံ
cardamom	ဖာလာစေ့
cardamom	ဖာလာ
cumin	ဇီရာစေ့
cumin	ဇီရာ
fenugreek	ပဲနံ့သာ
saffron	ကုံကုမံ
nutmeg	ဇာတိပ္ဖိုလ်
nutmeg	ဇာတိပ္ဖိုလ်စေ့
star anise	နာနတ်ပွင့်
mechanic	စက်ဆရာ
hook	ချိတ်
playground	ကစားကွင်း
classmate	ကျောင်းနေဖက်
almond	ဗာဒံ
avatar	အဝတာရ
excellent	ပဝရ
fireworks	မီးရှူးမီးပန်း
crossroads	ခွဆုံ
crossroads	လမ်းဆုံ
detective	စုံထောက်
rheumatism	ဒူလာ
preach	ဟော
bowstring	လေးကြိုး
Andaman Sea	ကပ္ပလီပင်လယ်
washbasin	ဇလုံ
asafoetida	ရှိန်းခို
no smoking	ဆေးလိပ်မသောက်ရ
cigarette	ဆေးလိပ်
I don't know	မသိဘူး
I don't know	မသိပါဘူး
last year	ယမန်နှစ်
last year	မနှစ်
happy birthday	မွေးနေ့မင်္ဂလာပါ
I don't eat beef	အမဲသားမစားပါဘူး
I'm thirsty	ရေငတ်တယ်
I'm thirsty	ဗိုက်ဆာတယ်
jalebi	ဂျလေဘီ
building	အဆောက်အအုံ
franc	ဖရန့်
fashionable	စမတ်
tractor	ထော်လာဂျီ
various	အဖုံဖုံ
January	တစ်လ
February	နှစ်လ
March	သုံးလ
April	လေးလ
June	ခြောက်လ
May	ငါးလ
July	ခုနစ်လ
August	ရှစ်လ
September	ကိုးလ
October	ဆယ်လ
November	ဆယ့်တစ်လ
December	ဆယ့်နှစ်လ
fan	ယပ်
rainbow	သက်တင်
gradually	ဖြည်းဖြည်းချင်း
half	ငါးမူး
quarter	မတ်စေ့
gradually	နည်းနည်းချင်း
speedometer	မြန်နှုန်းပြကိရိယာ
musk deer	ဧဏီ
peacock	ဥဒေါင်း
အသီးမှာသရက်	အသီးမှာသရက်၊ အသားမှာဝက်၊ အရွက်မှာလက်ဖက်
ကျွန်းကိုင်းမှီ ကိုင်းကျွန်းမှီ	ကျွန်းကိုင်းမှီကိုင်းကျွန်းမှီ
စကားနည်းရန်စဲ	စကားနည်းရန်စဲ
ပညာရွှေအိုး လူမခိုး	ပညာရွှေအိုး လူမခိုး
compassion	ကရုဏာ လဟုနာဖြစ်
စေတနာ ဝေဒနာဖြစ်	စေတနာ ဝေဒနာဖြစ်
လှတာမက် ညစာခက်	လှတာမက် ညစာခက်
အနာခံမှ အသာစံရ	အနာခံမှ အသာစံရ
မြိန်ရာဟင်းကောင်း ခင်ရာဆွေမျိုး	မြိန်ရာဟင်းကောင်း ခင်ရာဆွေမျိုး
အရေးကြီး သွေးနီး	အရေးကြီး သွေးနီး
ကုလားမနိုင် ရခိုင်မဲ	ကုလားမနိုင် ရခိုင်မဲ
တန်ရင်ဆေး လွန်ရင်ဘေး	တန်ရင်ဆေး လွန်ရင်ဘေး
ဆရာများ သားသေ	ဆရာများ သားသေ
ကျွန်နေမျိုး သားသတိုး	ကျွန်နေမျိုး သားသတိုး
ကဆုန်နယုန် ဆွေ့ဆွေ့ခုန်	ကဆုန်နယုန် ဆွေ့ဆွေ့ခုန်
amateur	ဆရာမပြ နည်းမကျ
commandment	ပညတ်တော်
rainbow	စို့
crow	ကျီး
grudge	အာဃာတ
knock	ခေါက်
five-spice powder	တရုတ်မဆလာ
Buddhist	မြင်းမိုရ်တောင်
designer	ဒီဇိုင်နာ
fulfil	ဖြည့်
Coca-Cola	ကိုကာကိုလာ
if	သော်
housewarming	အိမ်တက်မင်္ဂလာ
American	အမေရိကန်
Vatican	ဗာတီကန်မြို့ပြနိုင်ငံ
city-state	မြို့ပြနိုင်ငံ
ဍရင်ကောက်	ဍရင်ကောက်
ဎရေမှုတ်	ဎရေမှုတ်
ဏကြီး	ဏကြီး
ထဆင်ထူး	ထဆင်ထူး
ဒထွေး	ဒထွေး
ဓအောက်ခြိုက်	ဓအောက်ခြိုက်
နငယ်	နငယ်
ပစောက်	ပစောက်
ဖဦးထုပ်	ဖဦးထုပ်
ဗထက်ခြိုက်	ဗထက်ခြိုက်
ဘကုန်း	ဘကုန်း
ယပက်လက်	ယပက်လက်
ရကောက်	ရကောက်
လငယ်	လငယ်
ဠကြီး	ဠကြီး
္လ	လဆွဲ
wealthy person	သူဌေး
motherfucker	မအေလိုး
motherfucker	အမေလိုး
pimp	ဖာခေါင်း
whore	ဖာမ
examination	စာမွဲ
eldest son	သားကြီး
make a living	ခိုးစား
iron hook	သန်လျင်းချိတ်
duck	ဝမ်းဘဲ
dipper	ရေမှုတ်
comma	ပုဒ်ဖြတ်
ပုဒ်ကလေး	ပုဒ်ထီး
တစ်ချောင်းပုဒ်	တစ်ချောင်းပုဒ်
fullstop	နှစ်ချောင်းပုဒ်
fullstop	ပုဒ်မ
fullstop	ပုဒ်ကြီး
ကုလားအချုပ်	ကုလားအချုပ်၊ တရုတ်အခြယ်
ကုလားအချုပ်	ကုလားအချုပ်၊ တရုတ်အထည်
ကိုယ့်ဥမှဥထင်	ကိုယ့်ဥမှဥထင်
ခွေးလိမ္မာအမြီးကုပ်	ခွေးလိမ္မာအမြီးကုပ်၊ ကျွန်လိမ္မာနောက်ဆုတ်
အလုပ်မရှိ ကြောင်ရေချိုး	အလုပ်မရှိ ကြောင်ရေချိုး
အချိုရှာ သကာတွေ့	အချိုရှာ သကာတွေ့
molasses	သကာ
နဂိုရှိမှ	နဂိုရှိမှ နဂိုင်းထွက်
ဝမရှိဘဲ ဝိမလုပ်	ဝမရှိဘဲ ဝိမလုပ်
တစ်ချက်ခုတ် နှစ်ချက်ပြတ်	တစ်ချက်ခုတ် နှစ်ချက်ပြတ်
ဆံ	-တော်
Taṇhaṅkara	တဏှင်္ကရာ
Medhaṅkara	မေဓင်္ကရာ
Saraṇaṅkara	သရဏင်္ကရာ
Dīpaṃkara	ဒီပင်္ကရာ
Koṇḍañña	ကောဏ္ဍည
Maṅgala	မင်္ဂလ
Sumana	သုမန
Revata	ရေဝတ
Sobhita	သောဘိတ
Anomadassi	အနောမဒဿီ
Paduma	ပဒုမ
Nārada	နာရဒ
Padumuttara	ပဒုမုတ္တရ
Sumedha	သုမေဓာ
Sujāta	သုဇာတ
Piyadassi	ပီယဒဿီ
Atthadassi	အတ္တဒဿီ
Dhammadassī	ဓမ္မဒဿီ
Tissa	တိဿ
Phussa	ဖုဿ
Vipassī	ဝိပဿီ
Sikhī	သိခီ
Vessabhū	ဝေဿဘူ
Kakusandha	ကကုသန်
Koṇāgamana	ကောဏဂုံ
Kassapa	ကဿပ
Maitreya	အရိမေတ္တေယျ
Taṇhaṅkara	တဏှင်္ကရာဘုရား
Medhaṅkara	မေဓင်္ကရာဘုရား
Saraṇaṅkara	သရဏင်္ကရာဘုရား
Dīpaṃkara	ဒီပင်္ကရာဘုရား
Koṇḍañña	ကောဏ္ဍညဘုရား
Maṅgala	မင်္ဂလဘုရား
Sumana	သုမနဘုရား
Revata	ရေဝတဘုရား
Sobhita	သောဘိတဘုရား
Anomadassi	အနောမဒဿီဘုရား
Paduma	ပဒုမဘုရား
Nārada	နာရဒဘုရား
Padumuttara	ပဒုမုတ္တရဘုရား
Sumedha	သုမေဓာဘုရား
Sujāta	သုဇာတဘုရား
Piyadassi	ပီယဒဿီဘုရား
Atthadassi	အတ္တဒဿီဘုရား
Dhammadassī	ဓမ္မဒဿီဘုရား
Siddhattha	သိဒ္ဓတ္ထဘုရား
Tissa	တိဿဘုရား
Phussa	ဖုဿဘုရား
Vipassī	ဝိပဿီဘုရား
Sikhī	သိခီဘုရား
Vessabhū	ဝေဿဘူဘုရား
Kakusandha	ကကုသန်ဘုရား
Koṇāgamana	ကောဏဂုံဘုရား
Kassapa	ကဿပဘုရား
Gautama Buddha	ဂေါတမဘုရား
lotus silk	ပိုးကြာချည်
lotus silk	ကြာချည်
fascism	ဖက်ဆစ်ဝါဒ
rival	အပြိုင်
competitor	ယှဉ်ဖက်
publisher	ထုတ်ဝေသူ
pejorative	ခွေးသူတောင်းစား
beggar	သူတောင်းစား
elite troop	သူရဲကြီး
familiar	သူကျက်
chief	သူကြီး
wealthy person	သူကြွယ်
corpse	သူကောင်
noble person	သူကောင်း
raise	သူကောင်းပြု
raise	သူကောင်းမြှောက်
bier	သူကောင်တင်
stranger	သူစိမ်း
stranger	သူစိမ်းတစ်ရံဆံ
poor	သူဆင်းရဲ
all other persons	သူတကာ
word	သူတစ်ခွန်းငါတစ်ခွန်း
person	သူတစ်ထူး
alternately	သူတစ်ပြန်ငါတစ်ပြန်
person	သူတစ်ပါး
rivalry	သူတစ်လူငါတစ်မင်း
white	သူတော်
white	ဖိုးသူတော်
upright	သူတော်ကောင်း
saintly	သူတော်စင်
pious	သူတော်သူမြတ်
sick	သူနာ
ambulance	သူနာတင်ကား
ambulance	သူနာတင်ယာဉ်
nurse	သူနာပြု
mistreat	သူနိုင်ငါညှဉ်းလုပ်
gossip	သူပြောငါပြော
rebel	သူပုန်ထ
rebel	သူပုန်သူကန်
beggar	သူဖုန်းစား
without advantage	သူမသာကိုယ်မသာ
without advantage	သူမသာငါမသာ
foolish	သူမိုက်
scoundrel	သူယုတ်မာ
fabulous creeper	သူယောင်
flower	သူယောင်မယ်
labourer	သူရင်းငှား
farmer	သူရင်းတိုင်
pennant	သူရဲကြီးအလံ
hero	သူရဲကောင်း
merlon	သူရဲခို
passage	သူရဲပြေး
cowardly	သူရဲဘောကြောင်
cowardly	သူရဲဘောနည်း
each	သူသူငါငါ
dead	သူသေ
adage	သူဟောင်းစကား
aged	သူအို
spicy numbing stir-fry pot	မာလာရှမ်းကော
Indra	ဣန္ဒါ
cheroot	ဘန့်ပွေး
kue talam	ကွေတာလန်း
taro cake	အော်ကွေ့
taro cake	အော်ကွေ့ကြည်
kue lapis	ကွေလာပေး
kue bingka	ကွေပင်ကား
kue lapis	အထပ်မုန့်
champac	စံကား
taro cake	ပိန်းဥမုန့်
kway teow	ကွေ့တီယို
rice noodle	နန်းပြား
rice noodle	နန်းပြားကြီး
rice noodle	နန်းလတ်
rice noodle	နန်းသေး
politician	နိုင်ငံရေးသမား
meat	တောက်တောက်ကြော်
Sino-Burmese	ချိုချဉ်ကြော်
Sino-Burmese	ဆီဥကြော်
traffic cop	မော်တော်ပီကေ
motor	မော်တော်
automobile	မော်တော်ယာဉ်
motorboat	မော်တော်ဘုတ်
automobile	မော်တော်ကား
som tam	သင်္ဘောသီးထောင်း
kung pao chicken	ကုန်းဘောင်ကြီး
Konbaung	ကုန်းဘောင်
karaoke	ကာရာအိုကေ
sashimi	ဆာရှိမိ
loyal	သစ္စာရှိ
root	စံပါ
burrweed	ကပ်စေးနှဲ
look good	စမတ်ကျ
suburb	ဆင်ခြေဖုံး
prisoner	အကျဉ်းသား
bodyguard	သက်တော်စောင့်
prescription	ဆေးစာ
satisfied	ကျေနပ်
compassion	ကရုဏာ
coup d'état	အာဏာသိမ်းမှု
lecturer	ကထိက
flame	တန်ဆောင်
supervise	ကြပ်
want	အလိုရှိ
torch	မီးတိုင်
torch	မီးတုတ်
at once	ချက်ချင်း
amoeba	အမီးဗား
scholarship	ပညာသင်ဆု
hetu-paccaya	ဟေတုပစ္စယော
public service personnel	ဝန်ထမ်း
maintain	ထိန်းသိမ်း
ရဲမေ	ရဲမေ
decoy	ဒလန်
mother	မာတာ
ski	နှင်းလျှောစီး
slide	လျှော
grateful	ကျေးဇူးသိ
negotiate	ဈေးဆိုင်
honour	အသရေ
imagine	စိတ်ကူး
imagination	စိတ်ကူးဉာဏ်
overcast	အုံ့
gratitude	ကတညုတ
pavement	ပလက်ဖောင်း
quail	ငုံး
fawn	ဖော်လံဖား
aim	ရည်မှန်းချက်
aim	ဦးတည်ချက်
participate	နွှဲ
machinery	စက်ကိရိယာ
မြို့	ဘရပ်ဆဲလ်
မြို့	မဒရစ်
မြို့	အမ်စတာဒမ်
မြို့	အယ်လဂျီးယား
မြို့	ဆန်နာရာ
မြို့	ကိုင်ရို
champagne	ရှမ်ပိန်
laboratory	ဓာတ်ခွဲခန်း
cutting	ဖြတ်ပိုင်း
cut	ဖြတ်
commodity	ကုန်ပစ္စည်း
granary	စည့်
granary	ကျီ
granary	စပါးကျီ
ostrich	ငှက်ကုလားအုတ်
crow	ကျီးကန်း
electronics	အီလက်ထရွန်နစ်
kilometre	ကီလိုမီတာ
မြောက်မက်စီဒိုးနီးယား	မြောက်မက်စီဒိုးနီးယား
မြို့	ကင်ဘာရာ
မြို့	အော့တဝ
မြို့	ဝယ်လင်တန်
I	ကျွန်ုပ်
fascist	ဖက်ဆစ်
Nazi	နာဇီ
anarchy	မင်းမဲ့စရိုက်
loose	ပြေ
မြို့	အေသင်
မြို့	ဘဂ္ဂဒက်
မြို့	ဘီရှကက်
Scorpio	ကြယ်နဂါး
nāga	နဂါးလှည့်
Meru	မြင်းမိုရ်ပွဲ
သီတင်းကျွတ်	ကျွတ်
router	ရောက်တာ
LORD	ထာဝရဘုရား
Vishnu	ဝိဏှု
gum	ပိတောက်
monitor lizard	ဖွတ်
sled	စွတ်
pour out	သွန်
octagon	အဌဂံ
entwine	ယှက်
act	ပြုမူ
itch	ယား
move	လှုပ်
mark	မှတ်
decline	နိပ်
tread	နင်း
silt	နုန်း
soak	နှူး
wither	နွမ်း
horn	ဟွန်း
careful	သတိထား
mindfulness	သတိ
beehive	ပျားအုံ
congress	ကွန်ဂရက်
youtiao	အီကြာ‌ကွေး
fighter plane	တိုက်လေယာဉ်
entrance	ဝင်ပေါက်
country	တိုင်းပြည်
drum circle	ပတ်ဝိုင်း
effort	ဝါယမ
cooperative	သမဝါယမ
bumper	ဘန်ပါ
primate	ပရိုင်းမိတ်
hospitality	ဧည့်ဝတ်
era	သက္ကရာဇ်
who	အသူ
great-grandfather	အဘီ
White House	အိမ်ဖြူတော်
shopkeeper	ဈေးသည်
merchant	ကုန်သည်ကြီး
Buddhist	ဗုဒ္ဓဝါဒီ
-ist	ဝါဒီ
crutches	ချိုင်းထောက်
armpit	ချိုင်း
stretcher	ထမ်းစင်
listener	သောတရှင်
ear	သောတ
look	ကြည့်ရှု
viewer	ကြည့်ရှုသူ
deployment	ဗျူဟာ
strategy	မဟာဗျူဟာ
puzzle	ပဟေဠိ
oil lamp	ဆီမီး
light bulb	ဘတ်သီး
athlete	အားကစားသမား
sunshine	နေရောင်
helicopter	ရဟတ်ယာဉ်
potter	အိုးထိန်းသည်
coalition	ညွန့်ပေါင်း
cassette	ကက်ဆက်
tape	တိပ်ခွေ
satire	သရော်စာ
mock	သရော်
Scandinavia	စကင်ဒီနေးဗီးယား
ကျွန်း	ဂရင်းလန်
Crimea	ခရိုင်းမီးယား
